0.000000000000000000e+00,3.522410594337450789e+02
1.000000000000000021e-03,3.522801875841595347e+02
2.000000000000000042e-03,3.523193143519906130e+02
3.000000000000000062e-03,3.523584397372382000e+02
4.000000000000000083e-03,3.523975637399022958e+02
5.000000000000000104e-03,3.524366863599830140e+02
6.000000000000000125e-03,3.524758075974802409e+02
7.000000000000000146e-03,3.525149274523940335e+02
8.000000000000000167e-03,3.525540459247243348e+02
9.000000000000001055e-03,3.525931630144712585e+02
1.000000000000000021e-02,3.526322787216346910e+02
1.099999999999999936e-02,3.526713930462146322e+02
1.200000000000000025e-02,3.527105059882111959e+02
1.300000000000000114e-02,3.527496175476242684e+02
1.400000000000000029e-02,3.527887277244539064e+02
1.499999999999999944e-02,3.528278365187001100e+02
1.600000000000000033e-02,3.528669439303628792e+02
1.700000000000000122e-02,3.529060499594421572e+02
1.800000000000000211e-02,3.529451546059380007e+02
1.899999999999999953e-02,3.529842578698504099e+02
2.000000000000000042e-02,3.530233597511793278e+02
2.100000000000000130e-02,3.530624602499248113e+02
2.199999999999999872e-02,3.531015593660868603e+02
2.299999999999999961e-02,3.531406570996654750e+02
2.400000000000000050e-02,3.531797534506605984e+02
2.500000000000000139e-02,3.532188484190722875e+02
2.600000000000000228e-02,3.532579420049005421e+02
2.699999999999999969e-02,3.532970342081453623e+02
2.800000000000000058e-02,3.533361250288066913e+02
2.900000000000000147e-02,3.533752144668845858e+02
2.999999999999999889e-02,3.534143025223790460e+02
3.099999999999999978e-02,3.534533891952900717e+02
3.200000000000000067e-02,3.534924744856176062e+02
3.300000000000000155e-02,3.535315583933617063e+02
3.400000000000000244e-02,3.535706409185223720e+02
3.500000000000000333e-02,3.536097220610995464e+02
3.600000000000000422e-02,3.536488018210933433e+02
3.699999999999999817e-02,3.536878801985036489e+02
3.799999999999999906e-02,3.537269571933304633e+02
3.899999999999999994e-02,3.537660328055739001e+02
4.000000000000000083e-02,3.538051070352338456e+02
4.100000000000000172e-02,3.538441798823103568e+02
4.200000000000000261e-02,3.538832513468034335e+02
4.300000000000000350e-02,3.539223214287130190e+02
4.399999999999999745e-02,3.539613901280391701e+02
4.499999999999999833e-02,3.540004574447818868e+02
4.599999999999999922e-02,3.540395233789411691e+02
4.700000000000000011e-02,3.540785879305169601e+02
4.800000000000000100e-02,3.541176510995093167e+02
4.900000000000000189e-02,3.541567128859182390e+02
5.000000000000000278e-02,3.541957732897437268e+02
5.100000000000000366e-02,3.542348323109857233e+02
5.200000000000000455e-02,3.542738899496442855e+02
5.299999999999999850e-02,3.543129462057194132e+02
5.399999999999999939e-02,3.543520010792110497e+02
5.500000000000000028e-02,3.543910545701192518e+02
5.600000000000000117e-02,3.544301066784440195e+02
5.700000000000000205e-02,3.544691574041853528e+02
5.800000000000000294e-02,3.545082067473432517e+02
5.900000000000000383e-02,3.545472547079176593e+02
5.999999999999999778e-02,3.545863012859086325e+02
6.099999999999999867e-02,3.546253464813161713e+02
6.199999999999999956e-02,3.546643902941402189e+02
6.300000000000000044e-02,3.547034327243808320e+02
6.400000000000000133e-02,3.547424737720380108e+02
6.500000000000000222e-02,3.547815134371117551e+02
6.600000000000000311e-02,3.548205517196020082e+02
6.700000000000000400e-02,3.548595886195088269e+02
6.800000000000000488e-02,3.548986241368322112e+02
6.900000000000000577e-02,3.549376582715721611e+02
7.000000000000000666e-02,3.549766910237286197e+02
7.100000000000000755e-02,3.550157223933016439e+02
7.200000000000000844e-02,3.550547523802912337e+02
7.299999999999999545e-02,3.550937809846973323e+02
7.399999999999999634e-02,3.551328082065200533e+02
7.499999999999999722e-02,3.551718340457592831e+02
7.599999999999999811e-02,3.552108585024150216e+02
7.699999999999999900e-02,3.552498815764873825e+02
7.799999999999999989e-02,3.552889032679762522e+02
7.900000000000000078e-02,3.553279235768816875e+02
8.000000000000000167e-02,3.553669425032036884e+02
8.100000000000000255e-02,3.554059600469421980e+02
8.200000000000000344e-02,3.554449762080972732e+02
8.300000000000000433e-02,3.554839909866689140e+02
8.400000000000000522e-02,3.555230043826571205e+02
8.500000000000000611e-02,3.555620163960618356e+02
8.600000000000000699e-02,3.556010270268831732e+02
8.700000000000000788e-02,3.556400362751209627e+02
8.799999999999999489e-02,3.556790441407753747e+02
8.899999999999999578e-02,3.557180506238462954e+02
8.999999999999999667e-02,3.557570557243337817e+02
9.099999999999999756e-02,3.557960594422378335e+02
9.199999999999999845e-02,3.558350617775584510e+02
9.299999999999999933e-02,3.558740627302955772e+02
9.400000000000000022e-02,3.559130623004492691e+02
9.500000000000000111e-02,3.559520604880195265e+02
9.600000000000000200e-02,3.559910572930062926e+02
9.700000000000000289e-02,3.560300527154096812e+02
9.800000000000000377e-02,3.560690467552295786e+02
9.900000000000000466e-02,3.561080394124659847e+02
1.000000000000000056e-01,3.561470306871190132e+02
1.010000000000000064e-01,3.561860205791885505e+02
1.020000000000000073e-01,3.562250090886746534e+02
1.030000000000000082e-01,3.562639962155773219e+02
1.040000000000000091e-01,3.563029819598964991e+02
1.049999999999999961e-01,3.563419663216322419e+02
1.059999999999999970e-01,3.563809493007845504e+02
1.069999999999999979e-01,3.564199308973534244e+02
1.079999999999999988e-01,3.564589111113388071e+02
1.089999999999999997e-01,3.564978899427407555e+02
1.100000000000000006e-01,3.565368673915592694e+02
1.110000000000000014e-01,3.565758434577942921e+02
1.120000000000000023e-01,3.566148181414459373e+02
1.130000000000000032e-01,3.566537914425140912e+02
1.140000000000000041e-01,3.566927633609988106e+02
1.150000000000000050e-01,3.567317338969000389e+02
1.160000000000000059e-01,3.567707030502178327e+02
1.170000000000000068e-01,3.568096708209521921e+02
1.180000000000000077e-01,3.568486372091031171e+02
1.190000000000000085e-01,3.568876022146705509e+02
1.199999999999999956e-01,3.569265658376546071e+02
1.209999999999999964e-01,3.569655280780551720e+02
1.219999999999999973e-01,3.570044889358722457e+02
1.229999999999999982e-01,3.570434484111059419e+02
1.239999999999999991e-01,3.570824065037561468e+02
1.250000000000000000e-01,3.571213632138229173e+02
1.260000000000000009e-01,3.571603185413061965e+02
1.270000000000000018e-01,3.571992724862060982e+02
1.280000000000000027e-01,3.572382250485225086e+02
1.290000000000000036e-01,3.572771762282554846e+02
1.300000000000000044e-01,3.573161260254049694e+02
1.310000000000000053e-01,3.573550744399710766e+02
1.320000000000000062e-01,3.573940214719536925e+02
1.330000000000000071e-01,3.574329671213528172e+02
1.340000000000000080e-01,3.574719113881685644e+02
1.350000000000000089e-01,3.575108542724008203e+02
1.360000000000000098e-01,3.575497957740496418e+02
1.370000000000000107e-01,3.575887358931150288e+02
1.380000000000000115e-01,3.576276746295969247e+02
1.390000000000000124e-01,3.576666119834954429e+02
1.400000000000000133e-01,3.577055479548104699e+02
1.410000000000000142e-01,3.577444825435420057e+02
1.420000000000000151e-01,3.577834157496901639e+02
1.430000000000000160e-01,3.578223475732548309e+02
1.440000000000000169e-01,3.578612780142360634e+02
1.449999999999999900e-01,3.579002070726338047e+02
1.459999999999999909e-01,3.579391347484481685e+02
1.469999999999999918e-01,3.579780610416790410e+02
1.479999999999999927e-01,3.580169859523264790e+02
1.489999999999999936e-01,3.580559094803904259e+02
1.499999999999999944e-01,3.580948316258709951e+02
1.509999999999999953e-01,3.581337523887680732e+02
1.519999999999999962e-01,3.581726717690817168e+02
1.529999999999999971e-01,3.582115897668118691e+02
1.539999999999999980e-01,3.582505063819585871e+02
1.549999999999999989e-01,3.582894216145218707e+02
1.559999999999999998e-01,3.583283354645017198e+02
1.570000000000000007e-01,3.583672479318981345e+02
1.580000000000000016e-01,3.584061590167110580e+02
1.590000000000000024e-01,3.584450687189405471e+02
1.600000000000000033e-01,3.584839770385865449e+02
1.610000000000000042e-01,3.585228839756491652e+02
1.620000000000000051e-01,3.585617895301282942e+02
1.630000000000000060e-01,3.586006937020239889e+02
1.640000000000000069e-01,3.586395964913362491e+02
1.650000000000000078e-01,3.586784978980650180e+02
1.660000000000000087e-01,3.587173979222103526e+02
1.670000000000000095e-01,3.587562965637722527e+02
1.680000000000000104e-01,3.587951938227507185e+02
1.690000000000000113e-01,3.588340896991456930e+02
1.700000000000000122e-01,3.588729841929572331e+02
1.710000000000000131e-01,3.589118773041853387e+02
1.720000000000000140e-01,3.589507690328299532e+02
1.730000000000000149e-01,3.589896593788911900e+02
1.740000000000000158e-01,3.590285483423689357e+02
1.750000000000000167e-01,3.590674359232632469e+02
1.759999999999999898e-01,3.591063221215740668e+02
1.769999999999999907e-01,3.591452069373014524e+02
1.779999999999999916e-01,3.591840903704454036e+02
1.789999999999999925e-01,3.592229724210059203e+02
1.799999999999999933e-01,3.592618530889829458e+02
1.809999999999999942e-01,3.593007323743765937e+02
1.819999999999999951e-01,3.593396102771866936e+02
1.829999999999999960e-01,3.593784867974134158e+02
1.839999999999999969e-01,3.594173619350567037e+02
1.849999999999999978e-01,3.594562356901165003e+02
1.859999999999999987e-01,3.594951080625928626e+02
1.869999999999999996e-01,3.595339790524857335e+02
1.880000000000000004e-01,3.595728486597952269e+02
1.890000000000000013e-01,3.596117168845212291e+02
1.900000000000000022e-01,3.596505837266637400e+02
1.910000000000000031e-01,3.596894491862228733e+02
1.920000000000000040e-01,3.597283132631985154e+02
1.930000000000000049e-01,3.597671759575907231e+02
1.940000000000000058e-01,3.598060372693994964e+02
1.950000000000000067e-01,3.598448971986248353e+02
1.960000000000000075e-01,3.598837557452666829e+02
1.970000000000000084e-01,3.599226129093250961e+02
1.980000000000000093e-01,3.599614686908000749e+02
1.990000000000000102e-01,3.600003230896915625e+02
2.000000000000000111e-01,3.600391761059996156e+02
2.010000000000000120e-01,3.600780277397242344e+02
2.020000000000000129e-01,3.601168779908654187e+02
2.030000000000000138e-01,3.601557268594231118e+02
2.040000000000000147e-01,3.601945743453973705e+02
2.050000000000000155e-01,3.602334204487881948e+02
2.060000000000000164e-01,3.602722651695955847e+02
2.070000000000000173e-01,3.603111085078194833e+02
2.080000000000000182e-01,3.603499504634599475e+02
2.089999999999999913e-01,3.603887910365169773e+02
2.099999999999999922e-01,3.604276302269905727e+02
2.109999999999999931e-01,3.604664680348806769e+02
2.119999999999999940e-01,3.605053044601873466e+02
2.129999999999999949e-01,3.605441395029105820e+02
2.139999999999999958e-01,3.605829731630503829e+02
2.149999999999999967e-01,3.606218054406066926e+02
2.159999999999999976e-01,3.606606363355795679e+02
2.169999999999999984e-01,3.606994658479690088e+02
2.179999999999999993e-01,3.607382939777749584e+02
2.190000000000000002e-01,3.607771207249974736e+02
2.200000000000000011e-01,3.608159460896365545e+02
2.210000000000000020e-01,3.608547700716922009e+02
2.220000000000000029e-01,3.608935926711643560e+02
2.230000000000000038e-01,3.609324138880530768e+02
2.240000000000000047e-01,3.609712337223583631e+02
